Feature ID	Type	Contig	Start	Stop	Frame	Strand	Length (bp)	Function	Subsystem	NCBI GI	locus
fig|6666666.363677.peg.1146	CDS	CP002976.1	1154406	1155410	3	+	1005	beta-N-acetylglucosaminidase (EC 3.2.1.52)	- none -	 	 
fig|6666666.363677.peg.1147	CDS	CP002976.1	1155403	1156194	1	+	792	Segregation and condensation protein A	- none -	 	 
fig|6666666.363677.peg.1148	CDS	CP002976.1	1156194	1156856	3	+	663	Segregation and condensation protein B	- none -	 	 
fig|6666666.363677.peg.1149	CDS	CP002976.1	1156960	1157172	1	+	213	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1150	CDS	CP002976.1	1158305	1157196	-2	-	1110	Deoxycytidine triphosphate deaminase (EC 3.5.4.13)	pyrimidine conversions	 	 
fig|6666666.363677.peg.1151	CDS	CP002976.1	1162032	1158568	-3	-	3465	Transcriptional regulator PA2737, MerR family	- none -	 	 
fig|6666666.363677.peg.1152	CDS	CP002976.1	1162364	1162062	-2	-	303	Integration host factor alpha subunit	DNA structural proteins, bacterial	 	 
fig|6666666.363677.peg.1153	CDS	CP002976.1	1163455	1162484	-1	-	972	3-oxoacyl-[acyl-carrier-protein] synthase, KASIII (EC 2.3.1.180)	- none -	 	 
fig|6666666.363677.peg.1154	CDS	CP002976.1	1164595	1163471	-1	-	1125	Phosphate:acyl-ACP acyltransferase PlsX (EC 2.3.1.n2)	- none -	 	 
fig|6666666.363677.peg.1155	CDS	CP002976.1	1164841	1164635	-1	-	207	LSU ribosomal protein L32p @ LSU ribosomal protein L32p, zinc-dependent	Ribosome LSU bacterial	 	 
fig|6666666.363677.peg.1156	CDS	CP002976.1	1165606	1165061	-1	-	546	Conserved hypothetical protein, gene in Ubiquinol-cytochrome C chaperone locus	- none -	 	 
fig|6666666.363677.peg.1157	CDS	CP002976.1	1165694	1166161	2	+	468	Outer membrane beta-barrel assembly protein BamE	- none -	 	 
fig|6666666.363677.peg.1158	CDS	CP002976.1	1166517	1167236	3	+	720	Putative hemolysin	- none -	 	 
fig|6666666.363677.peg.1159	CDS	CP002976.1	1167300	1169111	3	+	1812	Bis-ABC ATPase Uup	- none -	 	 
fig|6666666.363677.peg.1160	CDS	CP002976.1	1169834	1169280	-2	-	555	Maltose O-acetyltransferase (EC 2.3.1.79)	- none -	 	 
fig|6666666.363677.peg.1161	CDS	CP002976.1	1170325	1169831	-1	-	495	Gfa-like protein	- none -	 	 
fig|6666666.363677.peg.1162	CDS	CP002976.1	1171242	1170487	-3	-	756	Short-chain dehydrogenase/reductase SDR	- none -	 	 
fig|6666666.363677.peg.1163	CDS	CP002976.1	1172259	1171315	-3	-	945	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1164	CDS	CP002976.1	1172305	1172442	1	+	138	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1165	CDS	CP002976.1	1172449	1172574	1	+	126	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1166	CDS	CP002976.1	1173970	1172714	-1	-	1257	Tyrosyl-tRNA synthetase (EC 6.1.1.1)	tRNA aminoacylation, Tyr	 	 
fig|6666666.363677.peg.1167	CDS	CP002976.1	1174123	1175295	1	+	1173	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.170)	- none -	 	 
fig|6666666.363677.peg.1168	CDS	CP002976.1	1175786	1175355	-2	-	432	FIG018171: hypothetical protein of Cupin superfamily	- none -	 	 
fig|6666666.363677.peg.1169	CDS	CP002976.1	1175742	1177304	3	+	1563	Selenoprotein O and cysteine-containing homologs	Selenoprotein O	 	 
fig|6666666.363677.peg.1170	CDS	CP002976.1	1178286	1177315	-3	-	972	Drug/metabolite exporter family protein	- none -	 	 
fig|6666666.363677.peg.1171	CDS	CP002976.1	1178385	1179110	3	+	726	Endonuclease/exonuclease/phosphatase family protein	- none -	 	 
fig|6666666.363677.peg.1172	CDS	CP002976.1	1180643	1179267	-2	-	1377	ATP-dependent RNA helicase RhlE	ATP-dependent RNA helicases, bacterial	 	 
fig|6666666.363677.peg.1173	CDS	CP002976.1	1180974	1181387	3	+	414	Manganese uptake regulation protein MUR	- none -	 	 
fig|6666666.363677.peg.1174	CDS	CP002976.1	1181642	1182538	2	+	897	Membrane protein	- none -	 	 
fig|6666666.363677.peg.1175	CDS	CP002976.1	1182713	1183987	2	+	1275	Enolase (EC 4.2.1.11)	Glycolysis and Gluconeogenesis	 	 
fig|6666666.363677.peg.1176	CDS	CP002976.1	1184053	1184568	1	+	516	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1177	CDS	CP002976.1	1184807	1184926	2	+	120	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1178	CDS	CP002976.1	1185003	1185128	3	+	126	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1179	CDS	CP002976.1	1185614	1185339	-2	-	276	glucose-6-phosphate isomerase( EC:5.3.1.9 )	- none -	 	 
fig|6666666.363677.peg.1180	CDS	CP002976.1	1186189	1185611	-1	-	579	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1181	CDS	CP002976.1	1186818	1186369	-3	-	450	Acetyltransferase, GNAT family	- none -	 	 
fig|6666666.363677.peg.1182	CDS	CP002976.1	1187342	1186815	-2	-	528	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1183	CDS	CP002976.1	1188280	1187339	-1	-	942	Pyrimidine-specific ribonucleoside hydrolase RihB (EC 3.2.2.8)	- none -	 	 
fig|6666666.363677.peg.1184	CDS	CP002976.1	1189670	1188450	-2	-	1221	DegT/DnrJ/EryC1/StrS aminotransferase family enzyme	- none -	 	 
fig|6666666.363677.peg.1185	CDS	CP002976.1	1191150	1189840	-3	-	1311	Oxidoreductase	- none -	 	 
fig|6666666.363677.peg.1186	CDS	CP002976.1	1192624	1191266	-1	-	1359	glutamine synthetase family protein	Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis	 	 
fig|6666666.363677.peg.1187	CDS	CP002976.1	1193304	1192624	-3	-	681	Glutamine amidotransferase, class I	- none -	 	 
fig|6666666.363677.peg.1188	CDS	CP002976.1	1194717	1193398	-3	-	1320	glutamine synthetase family protein	Glutamine, Glutamate, Aspartate and Asparagine Biosynthesis	 	 
fig|6666666.363677.peg.1189	CDS	CP002976.1	1195684	1194878	-1	-	807	Histidine ABC transporter, permease protein HisM (TC 3.A.1.3.1)	Arginine and Ornithine Degradation	 	 
fig|6666666.363677.peg.1190	CDS	CP002976.1	1196397	1195681	-3	-	717	ABC transporter, permease protein, HisMQ family	- none -	 	 
fig|6666666.363677.peg.1191	CDS	CP002976.1	1197386	1196676	-2	-	711	His/Glu/Gln/Arg/opine family ABC transporter, periplasmic His/Glu/Gln/Arg/opine family-binding protein	- none -	 	 
fig|6666666.363677.peg.1192	CDS	CP002976.1	1198204	1197425	-1	-	780	Histidine ABC transporter, ATP-binding protein HisP (TC 3.A.1.3.1)	Arginine and Ornithine Degradation	 	 
fig|6666666.363677.peg.1193	CDS	CP002976.1	1199253	1198468	-3	-	786	ABC-type phosphate/phosphonate transport system, periplasmic component	- none -	 	 
fig|6666666.363677.peg.1194	CDS	CP002976.1	1199690	1199250	-2	-	441	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1195	CDS	CP002976.1	1200238	1199687	-1	-	552	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1196	CDS	CP002976.1	1200575	1200282	-2	-	294	Msl4750 protein	- none -	 	 
fig|6666666.363677.peg.1197	CDS	CP002976.1	1203915	1200841	-3	-	3075	Valyl-tRNA synthetase (EC 6.1.1.9)	tRNA aminoacylation, Val	 	 
fig|6666666.363677.peg.1198	CDS	CP002976.1	1204788	1204351	-3	-	438	Transcriptional regulator, AsnC family	- none -	 	 
fig|6666666.363677.peg.1199	CDS	CP002976.1	1204939	1204796	-1	-	144	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1200	CDS	CP002976.1	1204898	1206049	2	+	1152	Pyridoxal 5-phosphate (PLP)-dependent ornithine decarboxylase (EC 4.1.1.17)	- none -	 	 
fig|6666666.363677.peg.1201	CDS	CP002976.1	1206168	1208468	3	+	2301	Possible hypoxanthine oxidase XdhD (EC 1.-.-.-)	Purine conversions; <br>Xanthine dehydrogenase subunits	 	 
fig|6666666.363677.peg.1202	CDS	CP002976.1	1208446	1209633	1	+	1188	peptidoglycan binding domain protein	- none -	 	 
fig|6666666.363677.peg.1203	CDS	CP002976.1	1210494	1211033	3	+	540	Acetyltransferase, GNAT family	- none -	 	 
fig|6666666.363677.peg.1204	CDS	CP002976.1	1211623	1211072	-1	-	552	Thioesterase family protein	- none -	 	 
fig|6666666.363677.peg.1205	CDS	CP002976.1	1212608	1211739	-2	-	870	5,10-methylenetetrahydrofolate reductase (EC 1.5.1.20)	5-FCL-like protein; <br>One-carbon metabolism by tetrahydropterines	 	 
fig|6666666.363677.peg.1206	CDS	CP002976.1	1212705	1213610	3	+	906	Transcriptional activator MetR	LysR-family proteins in Escherichia coli; <br>LysR-family proteins in Salmonella enterica Typhimurium	 	 
fig|6666666.363677.peg.1207	CDS	CP002976.1	1213791	1214576	3	+	786	Inositol-1-monophosphatase (EC 3.1.3.25)	- none -	 	 
fig|6666666.363677.peg.1208	CDS	CP002976.1	1214991	1214668	-3	-	324	Gfa-like protein	- none -	 	 
fig|6666666.363677.peg.1209	CDS	CP002976.1	1215901	1215125	-1	-	777	Rhomboid family protein	- none -	 	 
fig|6666666.363677.peg.1210	CDS	CP002976.1	1219464	1215988	-3	-	3477	Proline dehydrogenase (EC 1.5.5.2) / Delta-1-pyrroline-5-carboxylate dehydrogenase (EC 1.2.1.88)	Arginine and Ornithine Degradation; <br>Proline, 4-hydroxyproline uptake and utilization	 	 
fig|6666666.363677.peg.1211	CDS	CP002976.1	1219600	1220073	1	+	474	PutR, transcriptional activator of PutA and PutP	Proline, 4-hydroxyproline uptake and utilization	 	 
fig|6666666.363677.peg.1212	CDS	CP002976.1	1220143	1220775	1	+	633	TPR domain protein	- none -	 	 
fig|6666666.363677.peg.1213	CDS	CP002976.1	1224014	1221486	-2	-	2529	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1214	CDS	CP002976.1	1224471	1225844	3	+	1374	Methyl-accepting chemotaxis protein	- none -	 	 
fig|6666666.363677.peg.1215	CDS	CP002976.1	1225883	1226131	2	+	249	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1216	CDS	CP002976.1	1226146	1226328	1	+	183	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1217	CDS	CP002976.1	1227117	1226359	-3	-	759	Hydrolase, alpha/beta fold family	- none -	 	 
fig|6666666.363677.peg.1218	CDS	CP002976.1	1227262	1227627	1	+	366	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1219	CDS	CP002976.1	1227701	1228288	2	+	588	Transcriptional regulator, AcrR family	- none -	 	 
fig|6666666.363677.peg.1220	CDS	CP002976.1	1228381	1229058	1	+	678	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1221	CDS	CP002976.1	1229137	1229421	1	+	285	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1222	CDS	CP002976.1	1230799	1229501	-1	-	1299	Serine hydroxymethyltransferase (EC 2.1.2.1)	5-FCL-like protein; <br>Glycine Biosynthesis; <br>Glycine and Serine Utilization; <br>Serine Biosynthesis	 	 
fig|6666666.363677.peg.1223	CDS	CP002976.1	1230970	1231731	1	+	762	NAD kinase (EC 2.7.1.23)	NAD and NADP cofactor biosynthesis global	 	 
fig|6666666.363677.peg.1224	CDS	CP002976.1	1233532	1232090	-1	-	1443	Amidase family protein bll0246	- none -	 	 
fig|6666666.363677.peg.1225	CDS	CP002976.1	1235566	1233677	-1	-	1890	Acetyl-CoA synthetase (EC 6.2.1.1)	- none -	 	 
fig|6666666.363677.peg.1226	CDS	CP002976.1	1238154	1235866	-3	-	2289	NADP-dependent malic enzyme (EC 1.1.1.40)	Pyruvate metabolism I: anaplerotic reactions, PEP	 	 
fig|6666666.363677.peg.1227	CDS	CP002976.1	1238306	1239403	2	+	1098	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1228	CDS	CP002976.1	1239542	1239934	2	+	393	Cytidine deaminase (EC 3.5.4.5)	pyrimidine conversions	 	 
fig|6666666.363677.peg.1229	CDS	CP002976.1	1239938	1241248	2	+	1311	Thymidine phosphorylase (EC 2.4.2.4)	Deoxyribose and Deoxynucleoside Catabolism; <br>pyrimidine conversions	 	 
fig|6666666.363677.peg.1230	CDS	CP002976.1	1241248	1242468	1	+	1221	Phosphopentomutase (EC 5.4.2.7)	Deoxyribose and Deoxynucleoside Catabolism	 	 
fig|6666666.363677.peg.1231	CDS	CP002976.1	1242610	1243242	1	+	633	Uracil phosphoribosyltransferase (EC 2.4.2.9)	pyrimidine conversions	 	 
fig|6666666.363677.peg.1232	CDS	CP002976.1	1243450	1244772	1	+	1323	Calphotin	- none -	 	 
fig|6666666.363677.peg.1233	CDS	CP002976.1	1245873	1244863	-3	-	1011	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1234	CDS	CP002976.1	1247615	1245987	-2	-	1629	3-methylmercaptopropionyl-CoA ligase (EC 6.2.1.44) of DmdB1 type	- none -	 	 
fig|6666666.363677.peg.1235	CDS	CP002976.1	1247787	1248452	3	+	666	Type II secretory pathway, pullulanase PulA and related glycosidases	- none -	 	 
fig|6666666.363677.peg.1236	CDS	CP002976.1	1248579	1248466	-3	-	114	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1237	CDS	CP002976.1	1248617	1249306	2	+	690	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1238	CDS	CP002976.1	1251663	1249462	-3	-	2202	Enoyl-CoA hydratase [isoleucine degradation] (EC 4.2.1.17) / 3-hydroxyacyl-CoA dehydrogenase (EC 1.1.1.35) / 3-hydroxybutyryl-CoA epimerase (EC 5.1.2.3)	Acetyl-CoA fermentation to Butyrate; <br>Acetyl-CoA fermentation to Butyrate; <br>Butyrate metabolism cluster; <br>Fatty acid metabolism cluster; <br>Fatty acid metabolism cluster; <br>Polyhydroxybutyrate metabolism; <br>Polyhydroxybutyrate metabolism; <br>Valine degradation	 	 
fig|6666666.363677.peg.1239	CDS	CP002976.1	1252898	1251687	-2	-	1212	3-ketoacyl-CoA thiolase (EC 2.3.1.16) @ Acetyl-CoA acetyltransferase (EC 2.3.1.9)	Acetyl-CoA fermentation to Butyrate; <br>Biotin biosynthesis; <br>Biotin synthesis cluster; <br>Butanol Biosynthesis; <br>Butyrate metabolism cluster; <br>Fatty acid metabolism cluster; <br>Polyhydroxybutyrate metabolism; <br>Polyhydroxybutyrate metabolism	 	 
fig|6666666.363677.peg.1240	CDS	CP002976.1	1253547	1252909	-3	-	639	Maleylacetoacetate isomerase (EC 5.2.1.2) / Glutathione S-transferase	Gentisate degradation; <br>Homogentisate pathway of aromatic compound degradation; <br>Pterin carbinolamine dehydratase; <br>Salicylate and gentisate catabolism	 	 
fig|6666666.363677.peg.1241	CDS	CP002976.1	1254980	1253829	-2	-	1152	Acyl-CoA dehydrogenase	- none -	 	 
fig|6666666.363677.peg.1242	CDS	CP002976.1	1255259	1255047	-2	-	213	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1243	CDS	CP002976.1	1257174	1255393	-3	-	1782	3-methylmercaptopropionyl-CoA dehydrogenase (DmdC)	- none -	 	 
fig|6666666.363677.peg.1244	CDS	CP002976.1	1257657	1257256	-3	-	402	Transcriptional regulator, MerR family	Cobalt-zinc-cadmium resistance	 	 
fig|6666666.363677.peg.1245	CDS	CP002976.1	1258405	1258028	-1	-	378	Transcriptional regulator, MerR family	Cobalt-zinc-cadmium resistance	 	 
fig|6666666.363677.peg.1246	CDS	CP002976.1	1258522	1258944	1	+	423	Thioesterase family protein	- none -	 	 
fig|6666666.363677.peg.1247	CDS	CP002976.1	1258941	1259507	3	+	567	Thioesterase family protein	- none -	 	 
fig|6666666.363677.peg.1248	CDS	CP002976.1	1259514	1260845	3	+	1332	DNA-damage-inducible protein F	- none -	 	 
fig|6666666.363677.peg.1249	CDS	CP002976.1	1261215	1260874	-3	-	342	Uncharacterized protein YfgD, not an arsenate reductase	- none -	 	 
fig|6666666.363677.peg.1250	CDS	CP002976.1	1262270	1261212	-2	-	1059	Dihydroorotate dehydrogenase (quinone) (EC 1.3.5.2)	- none -	 	 
fig|6666666.363677.peg.1251	CDS	CP002976.1	1262605	1262267	-1	-	339	FIG005495: hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1252	CDS	CP002976.1	1262758	1264335	1	+	1578	5&#39;-nucleotidase (EC 3.1.3.5)	Purine conversions; <br>pyrimidine conversions	 	 
fig|6666666.363677.peg.1253	CDS	CP002976.1	1264437	1264745	3	+	309	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1254	CDS	CP002976.1	1265338	1264847	-1	-	492	Transcriptional regulator, MarR family	- none -	 	 
fig|6666666.363677.peg.1255	CDS	CP002976.1	1265505	1266566	3	+	1062	Selenophosphate-dependent tRNA 2-selenouridine synthase	Selenocysteine metabolism	 	 
fig|6666666.363677.peg.1256	CDS	CP002976.1	1268762	1266603	-2	-	2160	NADH dehydrogenase-like protein / Selenide,water dikinase (EC 2.7.9.3)	Selenocysteine metabolism	 	 
fig|6666666.363677.peg.1257	CDS	CP002976.1	1269232	1268852	-1	-	381	Na(+) H(+) antiporter subunit G	Multi-subunit cation antiporter	 	 
fig|6666666.363677.peg.1258	CDS	CP002976.1	1269511	1269242	-1	-	270	Na(+) H(+) antiporter subunit F	Multi-subunit cation antiporter	 	 
fig|6666666.363677.peg.1259	CDS	CP002976.1	1270005	1269508	-3	-	498	Na(+) H(+) antiporter subunit E	Multi-subunit cation antiporter	 	 
fig|6666666.363677.peg.1260	CDS	CP002976.1	1271564	1270002	-2	-	1563	Na(+) H(+) antiporter subunit D	Multi-subunit cation antiporter	 	 
fig|6666666.363677.peg.1261	CDS	CP002976.1	1271914	1271561	-1	-	354	Na(+) H(+) antiporter subunit C	Multi-subunit cation antiporter	 	 
fig|6666666.363677.peg.1262	CDS	CP002976.1	1274778	1271917	-3	-	2862	Na(+) H(+) antiporter subunit A / Na(+) H(+) antiporter subunit B	Multi-subunit cation antiporter; <br>Multi-subunit cation antiporter	 	 
fig|6666666.363677.peg.1263	CDS	CP002976.1	1275043	1275606	1	+	564	Rhodanese-related sulfurtransferase	- none -	 	 
fig|6666666.363677.peg.1264	CDS	CP002976.1	1275606	1276466	3	+	861	POSSIBLE ESTERASE LIPOPROTEIN LPQC	- none -	 	 
fig|6666666.363677.peg.1265	CDS	CP002976.1	1278483	1276573	-3	-	1911	Glucans biosynthesis glucosyltransferase H (EC 2.4.1.-)	Synthesis of osmoregulated periplasmic glucans	 	 
fig|6666666.363677.peg.1266	CDS	CP002976.1	1280003	1278480	-2	-	1524	Glucans biosynthesis protein G precursor	Synthesis of osmoregulated periplasmic glucans	 	 
fig|6666666.363677.peg.1267	CDS	CP002976.1	1281271	1280000	-1	-	1272	OpgC protein	Synthesis of osmoregulated periplasmic glucans	 	 
fig|6666666.363677.peg.1268	CDS	CP002976.1	1282659	1281295	-3	-	1365	FIG140336: TPR domain protein	- none -	 	 
fig|6666666.363677.peg.1269	CDS	CP002976.1	1284254	1283034	-2	-	1221	L-carnitine dehydratase/bile acid-inducible protein F	- none -	 	 
fig|6666666.363677.peg.1270	CDS	CP002976.1	1285905	1284241	-3	-	1665	similar to acetolactate synthase large subunit	- none -	 	 
fig|6666666.363677.peg.1271	CDS	CP002976.1	1286526	1285987	-3	-	540	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1272	CDS	CP002976.1	1287700	1286630	-1	-	1071	Lipocalin-related protein and Bos/Can/Equ allergen	Sulfur oxidation	 	 
fig|6666666.363677.peg.1273	CDS	CP002976.1	1288124	1287789	-2	-	336	transcriptional regulator SoxR	Sulfur oxidation	 	 
fig|6666666.363677.peg.1274	CDS	CP002976.1	1288611	1288144	-3	-	468	Regulatory protein SoxS	Oxidative stress; <br>Sulfur oxidation	 	 
fig|6666666.363677.peg.1275	CDS	CP002976.1	1288860	1289597	3	+	738	sulfur oxidation V protein	- none -	 	 
fig|6666666.363677.peg.1276	CDS	CP002976.1	1289646	1290221	3	+	576	thioredoxin SoxW	Sulfur oxidation	 	 
fig|6666666.363677.peg.1277	CDS	CP002976.1	1290419	1290895	2	+	477	Sulfur oxidation protein SoxX	Sulfur oxidation	 	 
fig|6666666.363677.peg.1278	CDS	CP002976.1	1290947	1291363	2	+	417	Sulfur oxidation protein SoxY	Sulfur oxidation	 	 
fig|6666666.363677.peg.1279	CDS	CP002976.1	1291413	1291742	3	+	330	Sulfur oxidation protein SoxZ	Sulfur oxidation	 	 
fig|6666666.363677.peg.1280	CDS	CP002976.1	1291816	1292667	1	+	852	Sulfur oxidation protein SoxA	- none -	 	 
fig|6666666.363677.peg.1281	CDS	CP002976.1	1292766	1294463	3	+	1698	Sulfur oxidation protein SoxB	Sulfur oxidation	 	 
fig|6666666.363677.peg.1282	CDS	CP002976.1	1294540	1295811	1	+	1272	Sulfur oxidation molybdopterin C protein	Sulfur oxidation	 	 
fig|6666666.363677.peg.1283	CDS	CP002976.1	1295795	1296844	2	+	1050	Sulfite dehydrogenase cytochrome subunit SoxD	Sulfur oxidation	 	 
fig|6666666.363677.peg.1284	CDS	CP002976.1	1297005	1298255	3	+	1251	Uncharacterized chaperone protein YegD	- none -	 	 
fig|6666666.363677.peg.1285	CDS	CP002976.1	1298487	1299254	3	+	768	Membrane-bound lytic murein transglycosylase B	- none -	 	 
fig|6666666.363677.peg.1286	CDS	CP002976.1	1300297	1299290	-1	-	1008	Transcriptional regulator containing an amidase domain and an AraC-type DNA-binding HTH domain	- none -	 	 
fig|6666666.363677.peg.1287	CDS	CP002976.1	1300572	1301204	3	+	633	ATP-dependent Clp protease proteolytic subunit (EC 3.4.21.92)	Proteolysis in bacteria, ATP-dependent; <br>cAMP signaling in bacteria	 	 
fig|6666666.363677.peg.1288	CDS	CP002976.1	1301345	1302613	2	+	1269	ATP-dependent Clp protease ATP-binding subunit ClpX	Proteolysis in bacteria, ATP-dependent	 	 
fig|6666666.363677.peg.1289	CDS	CP002976.1	1302707	1303066	2	+	360	RidA/YER057c/UK114 superfamily, group 6	- none -	 	 
fig|6666666.363677.peg.1290	CDS	CP002976.1	1303379	1303092	-2	-	288	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1291	CDS	CP002976.1	1303420	1303938	1	+	519	NADH:ubiquinone oxidoreductase 17.2 kD subunit	Biotin carboxylase and ubiquinone oxidoreductase subunit cluster; <br>Respiratory Complex I	 	 
fig|6666666.363677.peg.1292	CDS	CP002976.1	1304032	1304484	1	+	453	Phospholipid ABC transporter substrate-binding protein MlaD	- none -	 	 
fig|6666666.363677.peg.1293	CDS	CP002976.1	1304484	1304846	3	+	363	cellulase-like protein	- none -	 	 
fig|6666666.363677.peg.1294	CDS	CP002976.1	1305442	1304810	-1	-	633	Leucyl/phenylalanyl-tRNA--protein transferase (EC 2.3.2.6)	Biotin carboxylase and ubiquinone oxidoreductase subunit cluster; <br>Protein degradation	 	 
fig|6666666.363677.peg.1295	CDS	CP002976.1	1306913	1305561	-2	-	1353	Biotin carboxylase of acetyl-CoA carboxylase (EC 6.3.4.14)	Biotin carboxylase and ubiquinone oxidoreductase subunit cluster; <br>Fatty Acid Biosynthesis FASII	 	 
fig|6666666.363677.peg.1296	CDS	CP002976.1	1307420	1306923	-2	-	498	Biotin carboxyl carrier protein of acetyl-CoA carboxylase	Biotin carboxylase and ubiquinone oxidoreductase subunit cluster; <br>Fatty Acid Biosynthesis FASII	 	 
fig|6666666.363677.peg.1297	CDS	CP002976.1	1308116	1307580	-2	-	537	Transcriptional regulator, LuxR family/sensory box protein	- none -	 	 
fig|6666666.363677.peg.1298	CDS	CP002976.1	1308174	1308287	3	+	114	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1299	CDS	CP002976.1	1309068	1308313	-3	-	756	Branched-chain amino acid ABC transporter, ATP-binding protein	- none -	 	 
fig|6666666.363677.peg.1300	CDS	CP002976.1	1309835	1309080	-2	-	756	ABC transporter, ATP-binding protein 1 (cluster 4, leucine/isoleucine/valine/benzoate)	- none -	 	 
fig|6666666.363677.peg.1301	CDS	CP002976.1	1311049	1309847	-1	-	1203	Branched-chain amino acid transport system permease protein LivM (TC 3.A.1.4.1)	ABC transporter branched-chain amino acid (TC 3.A.1.4.1)	 	 
fig|6666666.363677.peg.1302	CDS	CP002976.1	1312076	1311054	-2	-	1023	Possible ABC transporter subunit	- none -	 	 
fig|6666666.363677.peg.1303	CDS	CP002976.1	1313575	1312229	-1	-	1347	Branched-chain amino acid ABC transporter, periplasmic substrate- binding protein	- none -	 	 
fig|6666666.363677.peg.1304	CDS	CP002976.1	1313808	1315121	3	+	1314	Transcriptional regulator	- none -	 	 
fig|6666666.363677.peg.1305	CDS	CP002976.1	1315221	1315664	3	+	444	Response regulator	- none -	 	 
fig|6666666.363677.peg.1306	CDS	CP002976.1	1315661	1315996	2	+	336	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1307	CDS	CP002976.1	1315996	1318674	1	+	2679	Sensor histidine kinase	- none -	 	 
fig|6666666.363677.peg.1308	CDS	CP002976.1	1318756	1320138	1	+	1383	Uncharacterized protein Pden_1789	- none -	 	 
fig|6666666.363677.peg.1309	CDS	CP002976.1	1320703	1320254	-1	-	450	Protein tyrosine phosphatase	- none -	 	 
fig|6666666.363677.peg.1310	CDS	CP002976.1	1321146	1320715	-3	-	432	GENE II AND X PROTEINS	- none -	 	 
fig|6666666.363677.peg.1311	CDS	CP002976.1	1321574	1321146	-2	-	429	Putative transmembrane protein	- none -	 	 
fig|6666666.363677.peg.1312	CDS	CP002976.1	1322558	1321695	-2	-	864	MBL-fold metallo-hydrolase superfamily	- none -	 	 
fig|6666666.363677.peg.1313	CDS	CP002976.1	1322765	1322908	2	+	144	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1314	CDS	CP002976.1	1322905	1323135	1	+	231	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1315	CDS	CP002976.1	1323472	1323251	-1	-	222	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1316	CDS	CP002976.1	1323706	1323969	1	+	264	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1317	CDS	CP002976.1	1324141	1324536	1	+	396	RidA/YER057c/UK114 superfamily protein	- none -	 	 
fig|6666666.363677.peg.1318	CDS	CP002976.1	1324864	1326198	1	+	1335	NAD-dependent dihydropyrimidine dehydrogenase subunit PreT (EC 1.3.1.1)	- none -	 	 
fig|6666666.363677.peg.1319	CDS	CP002976.1	1326252	1327556	3	+	1305	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA (EC 1.3.1.1)	- none -	 	 
fig|6666666.363677.peg.1320	CDS	CP002976.1	1328348	1327668	-2	-	681	Transcriptional regulator of pyrimidine catabolism (TetR family)	- none -	 	 
fig|6666666.363677.peg.1321	CDS	CP002976.1	1328529	1329779	3	+	1251	Beta-ureidopropionase (EC 3.5.1.6)	Hydantoin metabolism	 	 
fig|6666666.363677.peg.1322	CDS	CP002976.1	1329903	1331357	3	+	1455	Dihydropyrimidinase (EC 3.5.2.2) @ D-hydantoinase (EC 3.5.2.2)	Hydantoin metabolism; <br>Hydantoin metabolism	 	 
fig|6666666.363677.peg.1323	CDS	CP002976.1	1331418	1332257	3	+	840	Pyrimidine ABC transporter, ATP-binding protein	- none -	 	 
fig|6666666.363677.peg.1324	CDS	CP002976.1	1332250	1332366	1	+	117	hypothetical protein	- none -	 	 
fig|6666666.363677.peg.1325	CDS	CP002976.1	1332363	1333280	3	+	918	Pyrimidine ABC transporter, transmembrane component 1	- none -	 	 
